WN,WP,VDD,CL,VTO_SHIFT,sample_id,tpdhl,tpdlh,trise,tfall,iavg,avg_power_w,sim_ok
3.3370548448035233e-06,5.2336746616003616e-06,1.1435716091130366,1.230890502976679e-13,-0.042586010759680284,878,1.694367e-10,2.160318e-10,4.68781e-10,3.676419e-10,-1.414062e-05,1.6170811567255987e-05,True
3.5525402181043628e-06,3.254123717317659e-06,1.1085698346134887,9.068095337643189e-14,-0.04478721162908557,879,1.237269e-10,2.700817e-10,5.830139e-10,2.671226e-10,-1.009776e-05,1.1194072133166702e-05,True
1.3113319981056278e-06,5.593058563465621e-06,1.774188379166721,9.334225761482326e-14,0.01102679298232273,880,1.734806e-10,7.955778e-11,1.815327e-10,3.869904e-10,-1.705684e-05,3.026204731330609e-05,True
3.846737075524498e-06,2.1967107229040503e-06,1.5032806772376488,1.433043654154299e-13,0.005791270617793831,881,1.055653e-10,4.146255e-10,9.028241e-10,2.578887e-10,-2.162134e-05,3.2502942637985465e-05,True
3.5751848753327857e-06,1.0917027933210565e-06,0.9452713321996618,1.2726181090105648e-13,-0.019278600941985816,882,2.607219e-10,1.707519e-09,3.488609e-09,5.32649e-10,-9.23272e-06,8.727425534226462e-06,True
1.7496251041562362e-06,4.661421420871847e-06,1.3558387791602113,2.2042575345985214e-14,-0.041996196965851926,883,4.292199e-11,3.234244e-11,7.222185e-11,9.571562e-11,-3.118106e-06,4.22764903233213e-06,True
3.339557496998702e-06,2.7850930152713813e-06,1.7542573459669222,5.543076029366269e-14,0.007264768140693857,884,3.025189e-11,1.060214e-10,2.191839e-10,9.167903e-11,-1.007198e-05,1.766884490343192e-05,True
1.7574798085409277e-06,1.289176898811209e-06,1.0055246019428181,9.972442642903782e-14,0.039194777336608144,885,4.38379e-10,1.195223e-09,2.386075e-09,8.751703e-10,-8.710711e-06,8.758834210913927e-06,True
2.06359941025285e-06,2.8722545054644384e-06,1.1392384570383454,1.4725741680819633e-14,0.04800320346163907,886,4.203197e-11,6.02827e-11,1.240688e-10,8.629907e-11,-1.68361e-06,1.9180332586543285e-06,True
1.3910620897938813e-06,7.703386342188378e-06,1.3881206646427369,1.320673591717124e-13,-0.022952529729391765,887,3.308041e-10,1.058922e-10,2.581598e-10,7.145326e-10,-1.84782e-05,2.564997126540142e-05,True
1.2767981739816102e-06,7.189646952321946e-06,1.5142813664546113,7.036645421763869e-14,-0.01126187392796412,888,1.740775e-10,4.834433e-11,1.311595e-10,3.68926e-10,-1.084431e-05,1.6421336565057404e-05,True
2.7205207160882623e-06,5.254524506587825e-06,1.0848405136372703,4.133941413738804e-14,0.04062863229127882,889,9.792403e-11,1.013948e-10,2.068626e-10,1.998417e-10,-4.489612e-06,4.870512988112052e-06,True
3.60981444565947e-06,1.4450076537966985e-06,1.5909724964735514,1.7143111828743105e-13,-0.03869317848204376,890,1.150476e-10,6.346551e-10,1.428517e-09,2.860113e-10,-2.669237e-05,4.246682653569573e-05,True
9.501441967991209e-07,4.3932374690943595e-06,1.7887849392253803,2.8751957133812454e-14,0.04951290181198108,891,8.496087e-11,2.264185e-11,7.371332e-11,1.693295e-10,-5.345608e-06,9.562143081402708e-06,True
